Channel,ProductID,BrandName,Model,AltCustomerCode,Week,Sales_count,ReviewCount,Avg_Price
Online,211451610,Kichler,44031NI,1252799,2020W41,NA,9,389.99
Online,211451610,Kichler,44031NI,1252799,2020W42,0,9,339.99
Online,211451610,Kichler,44031NI,1252799,2020W43,0,9,365.704
Online,211451610,Kichler,44031NI,1252799,2020W44,0,9,399.99
Online,211451610,Kichler,44031NI,1252799,2020W45,1,9,342.847
Online,211451610,Kichler,44031NI,1252799,2020W46,-1,9,319.99
Online,211451610,Kichler,44031NI,1252799,2020W47,NA,10,319.99
Online,211451610,Kichler,44031NI,1252799,2020W48,NA,10,319.99
Online,211451610,Kichler,44031NI,1252799,2020W49,NA,10,319.99
Online,211451610,Kichler,44031NI,1252799,2020W50,NA,10,365.704
Online,211451610,Kichler,44031NI,1252799,2020W51,NA,10,399.99
Online,211451610,Kichler,44031NI,1252799,2020W52,NA,10,399.99
Online,211451611,Kichler,44031OZ,1252800,2020W40,NA,9,399.99
Online,211451611,Kichler,44031OZ,1252800,2020W41,0,9,399.99
Online,211451611,Kichler,44031OZ,1252800,2020W42,NA,9,399.99
Online,211451611,Kichler,44031OZ,1252800,2020W43,NA,9,399.99
Online,211451611,Kichler,44031OZ,1252800,2020W44,1,9,399.99
Online,211451611,Kichler,44031OZ,1252800,2020W45,NA,9,342.847
Online,211451611,Kichler,44031OZ,1252800,2020W46,0,9,319.99
Online,211451611,Kichler,44031OZ,1252800,2020W47,NA,10,319.99
Online,211451611,Kichler,44031OZ,1252800,2020W48,NA,10,319.99
Online,211451611,Kichler,44031OZ,1252800,2020W49,1,10,319.99
Online,211451611,Kichler,44031OZ,1252800,2020W50,0,10,365.704
Online,211451611,Kichler,44031OZ,1252800,2020W51,NA,10,399.99
Online,211451611,Kichler,44031OZ,1252800,2020W52,NA,10,399.99
Online,211451612,Kichler,44035NI,1477217,2020W40,NA,9,374.99
Online,211451612,Kichler,44035NI,1477217,2020W41,NA,9,365.615
Online,211451612,Kichler,44035NI,1477217,2020W42,0,9,318.74
Online,211451612,Kichler,44035NI,1477217,2020W43,1,9,342.847
Online,211451612,Kichler,44035NI,1477217,2020W44,0,9,374.99
Online,211451612,Kichler,44035NI,1477217,2020W45,0,9,321.419
Online,211451612,Kichler,44035NI,1477217,2020W46,NA,9,299.99
Online,211451612,Kichler,44035NI,1477217,2020W47,3,10,299.99
Online,211451612,Kichler,44035NI,1477217,2020W48,0,10,299.99
Online,211451612,Kichler,44035NI,1477217,2020W49,2,10,299.99
Online,211451612,Kichler,44035NI,1477217,2020W50,2,10,342.847
Online,211451612,Kichler,44035NI,1477217,2020W51,NA,10,374.99
Online,211451612,Kichler,44035NI,1477217,2020W52,NA,10,374.99
Online,211451613,Kichler,44035OZ,1477220,2020W40,2,9,374.99
Online,211451613,Kichler,44035OZ,1477220,2020W41,0,9,365.615
Online,211451613,Kichler,44035OZ,1477220,2020W42,NA,9,318.74
Online,211451613,Kichler,44035OZ,1477220,2020W43,0,9,342.847
Online,211451613,Kichler,44035OZ,1477220,2020W44,0,9,374.99
Online,211451613,Kichler,44035OZ,1477220,2020W45,1,9,321.419
Online,211451613,Kichler,44035OZ,1477220,2020W46,1,9,299.99
Online,211451613,Kichler,44035OZ,1477220,2020W47,NA,10,299.99
Online,211451613,Kichler,44035OZ,1477220,2020W48,NA,10,299.99
Online,211451613,Kichler,44035OZ,1477220,2020W49,1,10,299.99
Online,211451613,Kichler,44035OZ,1477220,2020W50,2,10,342.847
Online,211451613,Kichler,44035OZ,1477220,2020W51,NA,10,374.99
Online,211451613,Kichler,44035OZ,1477220,2020W52,NA,10,374.99
Online,211451614,Kichler,44029BK,2416111,2020W40,-1,9,129.99
Online,211451614,Kichler,44029BK,2416111,2020W41,1,9,129.99
Online,211451614,Kichler,44029BK,2416111,2020W42,-2,9,129.99
Online,211451614,Kichler,44029BK,2416111,2020W43,1,9,129.99
Online,211451614,Kichler,44029BK,2416111,2020W44,2,9,129.99
Online,211451614,Kichler,44029BK,2416111,2020W45,3,9,111.419
Online,211451614,Kichler,44029BK,2416111,2020W46,1,9,103.99
Online,211451614,Kichler,44029BK,2416111,2020W47,6,10,103.99
Online,211451614,Kichler,44029BK,2416111,2020W48,1,10,103.99
Online,211451614,Kichler,44029BK,2416111,2020W49,2,10,103.99
Online,211451614,Kichler,44029BK,2416111,2020W50,1,10,118.847
Online,211451614,Kichler,44029BK,2416111,2020W51,NA,10,129.99
Online,211451614,Kichler,44029BK,2416111,2020W52,NA,10,129.99
Online,211451615,Kichler,44031BK,2416113,2020W40,1,9,399.99
Online,211451615,Kichler,44031BK,2416113,2020W41,NA,9,389.99
Online,211451615,Kichler,44031BK,2416113,2020W42,0,9,339.99
Online,211451615,Kichler,44031BK,2416113,2020W43,0,9,365.704
Online,211451615,Kichler,44031BK,2416113,2020W44,1,9,399.99
Online,211451615,Kichler,44031BK,2416113,2020W45,1,9,342.847
Online,211451615,Kichler,44031BK,2416113,2020W46,1,9,319.99
Retail,211451615,Kichler,44031BK,2416113,2020W47,3,10,319.99
Retail,211451615,Kichler,44031BK,2416113,2020W48,0,10,319.99
Retail,211451615,Kichler,44031BK,2416113,2020W49,1,10,319.99
